date,stock_id,buy,name,sell
2025-01-02,3095,0,Dealer_Hedging,0
2025-01-02,3095,0,Dealer_self,0
2025-01-02,3095,0,Foreign_Dealer_Self,0
2025-01-02,3095,0,Foreign_Investor,2000
2025-01-02,3095,0,Investment_Trust,0
2025-01-06,3095,0,Dealer_Hedging,0
2025-01-06,3095,0,Dealer_self,0
2025-01-06,3095,0,Foreign_Dealer_Self,0
2025-01-06,3095,0,Foreign_Investor,1000
2025-01-06,3095,0,Investment_Trust,0
2025-01-07,3095,0,Dealer_Hedging,0
2025-01-07,3095,0,Dealer_self,0
2025-01-07,3095,0,Foreign_Dealer_Self,0
2025-01-07,3095,1000,Foreign_Investor,1000
2025-01-07,3095,0,Investment_Trust,0
2025-01-09,3095,0,Dealer_Hedging,0
2025-01-09,3095,0,Dealer_self,0
2025-01-09,3095,0,Foreign_Dealer_Self,0
2025-01-09,3095,0,Foreign_Investor,3000
2025-01-09,3095,0,Investment_Trust,0
2025-01-15,3095,0,Dealer_Hedging,0
2025-01-15,3095,0,Dealer_self,0
2025-01-15,3095,0,Foreign_Dealer_Self,0
2025-01-15,3095,1,Foreign_Investor,0
2025-01-15,3095,0,Investment_Trust,0
2025-01-16,3095,0,Dealer_Hedging,0
2025-01-16,3095,0,Dealer_self,0
2025-01-16,3095,0,Foreign_Dealer_Self,0
2025-01-16,3095,0,Foreign_Investor,3000
2025-01-16,3095,0,Investment_Trust,0
2025-01-20,3095,0,Dealer_Hedging,0
2025-01-20,3095,0,Dealer_self,0
2025-01-20,3095,0,Foreign_Dealer_Self,0
2025-01-20,3095,2000,Foreign_Investor,0
2025-01-20,3095,0,Investment_Trust,0
2025-01-21,3095,0,Dealer_Hedging,0
2025-01-21,3095,0,Dealer_self,0
2025-01-21,3095,0,Foreign_Dealer_Self,0
2025-01-21,3095,0,Foreign_Investor,4000
2025-01-21,3095,0,Investment_Trust,0
2025-01-22,3095,0,Dealer_Hedging,0
2025-01-22,3095,0,Dealer_self,0
2025-01-22,3095,0,Foreign_Dealer_Self,0
2025-01-22,3095,0,Foreign_Investor,1000
2025-01-22,3095,0,Investment_Trust,0
2025-02-04,3095,0,Dealer_Hedging,0
2025-02-04,3095,0,Dealer_self,0
2025-02-04,3095,0,Foreign_Dealer_Self,0
2025-02-04,3095,2000,Foreign_Investor,1000
2025-02-04,3095,0,Investment_Trust,0
2025-02-05,3095,0,Dealer_Hedging,0
2025-02-05,3095,0,Dealer_self,0
2025-02-05,3095,0,Foreign_Dealer_Self,0
2025-02-05,3095,0,Foreign_Investor,1000
2025-02-05,3095,0,Investment_Trust,0
2025-02-06,3095,0,Dealer_Hedging,0
2025-02-06,3095,0,Dealer_self,0
2025-02-06,3095,0,Foreign_Dealer_Self,0
2025-02-06,3095,0,Foreign_Investor,1000
2025-02-06,3095,0,Investment_Trust,0
2025-02-10,3095,0,Dealer_Hedging,0
2025-02-10,3095,0,Dealer_self,0
2025-02-10,3095,0,Foreign_Dealer_Self,0
2025-02-10,3095,1000,Foreign_Investor,0
2025-02-10,3095,0,Investment_Trust,0
2025-02-17,3095,0,Dealer_Hedging,0
2025-02-17,3095,0,Dealer_self,0
2025-02-17,3095,0,Foreign_Dealer_Self,0
2025-02-17,3095,0,Foreign_Investor,2000
2025-02-17,3095,0,Investment_Trust,0
2025-02-18,3095,0,Dealer_Hedging,0
2025-02-18,3095,0,Dealer_self,0
2025-02-18,3095,0,Foreign_Dealer_Self,0
2025-02-18,3095,0,Foreign_Investor,18000
2025-02-18,3095,0,Investment_Trust,0
2025-02-21,3095,0,Dealer_Hedging,0
2025-02-21,3095,0,Dealer_self,0
2025-02-21,3095,0,Foreign_Dealer_Self,0
2025-02-21,3095,3000,Foreign_Investor,0
2025-02-21,3095,0,Investment_Trust,0
2025-02-24,3095,0,Dealer_Hedging,0
2025-02-24,3095,0,Dealer_self,0
2025-02-24,3095,0,Foreign_Dealer_Self,0
2025-02-24,3095,1000,Foreign_Investor,0
2025-02-24,3095,0,Investment_Trust,0
2025-02-25,3095,0,Dealer_Hedging,0
2025-02-25,3095,0,Dealer_self,0
2025-02-25,3095,0,Foreign_Dealer_Self,0
2025-02-25,3095,4000,Foreign_Investor,0
2025-02-25,3095,0,Investment_Trust,0
2025-02-26,3095,0,Dealer_Hedging,0
2025-02-26,3095,0,Dealer_self,0
2025-02-26,3095,0,Foreign_Dealer_Self,0
2025-02-26,3095,1001,Foreign_Investor,0
2025-02-26,3095,0,Investment_Trust,0
2025-02-27,3095,0,Dealer_Hedging,0
2025-02-27,3095,0,Dealer_self,0
2025-02-27,3095,0,Foreign_Dealer_Self,0
2025-02-27,3095,0,Foreign_Investor,1000
2025-02-27,3095,0,Investment_Trust,0
2025-03-04,3095,0,Dealer_Hedging,0
2025-03-04,3095,0,Dealer_self,0
2025-03-04,3095,0,Foreign_Dealer_Self,0
2025-03-04,3095,0,Foreign_Investor,1000
2025-03-04,3095,0,Investment_Trust,0
2025-03-05,3095,0,Dealer_Hedging,0
2025-03-05,3095,0,Dealer_self,0
2025-03-05,3095,0,Foreign_Dealer_Self,0
2025-03-05,3095,1000,Foreign_Investor,0
2025-03-05,3095,0,Investment_Trust,0
2025-03-07,3095,0,Dealer_Hedging,0
2025-03-07,3095,0,Dealer_self,0
2025-03-07,3095,0,Foreign_Dealer_Self,0
2025-03-07,3095,0,Foreign_Investor,1000
2025-03-07,3095,0,Investment_Trust,0
2025-03-10,3095,0,Dealer_Hedging,0
2025-03-10,3095,0,Dealer_self,0
2025-03-10,3095,0,Foreign_Dealer_Self,0
2025-03-10,3095,0,Foreign_Investor,1000
2025-03-10,3095,0,Investment_Trust,0
2025-03-11,3095,0,Dealer_Hedging,0
2025-03-11,3095,0,Dealer_self,0
2025-03-11,3095,0,Foreign_Dealer_Self,0
2025-03-11,3095,0,Foreign_Investor,1000
2025-03-11,3095,0,Investment_Trust,0
2025-03-17,3095,0,Dealer_Hedging,0
2025-03-17,3095,0,Dealer_self,0
2025-03-17,3095,0,Foreign_Dealer_Self,0
2025-03-17,3095,0,Foreign_Investor,2000
2025-03-17,3095,0,Investment_Trust,0
2025-03-18,3095,0,Dealer_Hedging,0
2025-03-18,3095,0,Dealer_self,0
2025-03-18,3095,0,Foreign_Dealer_Self,0
2025-03-18,3095,0,Foreign_Investor,2000
2025-03-18,3095,0,Investment_Trust,0
2025-03-19,3095,0,Dealer_Hedging,0
2025-03-19,3095,0,Dealer_self,0
2025-03-19,3095,0,Foreign_Dealer_Self,0
2025-03-19,3095,1000,Foreign_Investor,0
2025-03-19,3095,0,Investment_Trust,0
2025-03-20,3095,0,Dealer_Hedging,0
2025-03-20,3095,0,Dealer_self,0
2025-03-20,3095,0,Foreign_Dealer_Self,0
2025-03-20,3095,1000,Foreign_Investor,17000
2025-03-20,3095,0,Investment_Trust,0
2025-03-24,3095,0,Dealer_Hedging,0
2025-03-24,3095,0,Dealer_self,0
2025-03-24,3095,0,Foreign_Dealer_Self,0
2025-03-24,3095,1000,Foreign_Investor,0
2025-03-24,3095,0,Investment_Trust,0
2025-03-27,3095,0,Dealer_Hedging,0
2025-03-27,3095,0,Dealer_self,0
2025-03-27,3095,0,Foreign_Dealer_Self,0
2025-03-27,3095,1000,Foreign_Investor,0
2025-03-27,3095,0,Investment_Trust,0
2025-03-28,3095,0,Dealer_Hedging,0
2025-03-28,3095,0,Dealer_self,0
2025-03-28,3095,0,Foreign_Dealer_Self,0
2025-03-28,3095,0,Foreign_Investor,1000
2025-03-28,3095,0,Investment_Trust,0
2025-03-31,3095,0,Dealer_Hedging,0
2025-03-31,3095,0,Dealer_self,0
2025-03-31,3095,0,Foreign_Dealer_Self,0
2025-03-31,3095,0,Foreign_Investor,1000
2025-03-31,3095,0,Investment_Trust,0
2025-04-01,3095,0,Dealer_Hedging,0
2025-04-01,3095,0,Dealer_self,0
2025-04-01,3095,0,Foreign_Dealer_Self,0
2025-04-01,3095,0,Foreign_Investor,1000
2025-04-01,3095,0,Investment_Trust,0
2025-04-02,3095,0,Dealer_Hedging,0
2025-04-02,3095,0,Dealer_self,0
2025-04-02,3095,0,Foreign_Dealer_Self,0
2025-04-02,3095,1000,Foreign_Investor,4000
2025-04-02,3095,0,Investment_Trust,0
2025-04-08,3095,0,Dealer_Hedging,0
2025-04-08,3095,0,Dealer_self,0
2025-04-08,3095,0,Foreign_Dealer_Self,0
2025-04-08,3095,5000,Foreign_Investor,3000
2025-04-08,3095,0,Investment_Trust,0
2025-04-09,3095,0,Dealer_Hedging,0
2025-04-09,3095,0,Dealer_self,0
2025-04-09,3095,0,Foreign_Dealer_Self,0
2025-04-09,3095,0,Foreign_Investor,2000
2025-04-09,3095,0,Investment_Trust,0
2025-04-10,3095,0,Dealer_Hedging,0
2025-04-10,3095,0,Dealer_self,0
2025-04-10,3095,0,Foreign_Dealer_Self,0
2025-04-10,3095,1000,Foreign_Investor,5000
2025-04-10,3095,0,Investment_Trust,0
2025-04-11,3095,0,Dealer_Hedging,0
2025-04-11,3095,0,Dealer_self,0
2025-04-11,3095,0,Foreign_Dealer_Self,0
2025-04-11,3095,1,Foreign_Investor,0
2025-04-11,3095,0,Investment_Trust,0
2025-04-14,3095,0,Dealer_Hedging,0
2025-04-14,3095,0,Dealer_self,0
2025-04-14,3095,0,Foreign_Dealer_Self,0
2025-04-14,3095,2001,Foreign_Investor,3000
2025-04-14,3095,0,Investment_Trust,0
2025-04-15,3095,0,Dealer_Hedging,0
2025-04-15,3095,0,Dealer_self,0
