date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2016-01-04,4198,82000.0,2787100.0,34.5,34.5,33.7,33.7,-0.8,57.0
2016-01-05,4198,75000.0,2506300.0,33.6,34.0,33.2,33.25,-0.45,52.0
2016-01-06,4198,69000.0,2299800.0,34.0,34.0,33.1,33.4,0.15,54.0
2016-01-07,4198,156000.0,5074550.0,33.9,33.9,31.8,32.15,-1.25,104.0
2016-01-08,4198,98000.0,3199800.0,32.0,33.35,32.0,33.1,0.95,57.0
2016-01-11,4198,93400.0,3029760.0,33.0,33.0,31.85,32.8,-0.3,55.0
2016-01-12,4198,114000.0,3661650.0,32.6,32.7,31.7,32.5,-0.3,74.0
2016-01-13,4198,95800.0,3054250.0,32.5,32.5,31.6,32.35,-0.15,70.0
2016-01-14,4198,104000.0,3257450.0,31.8,31.8,31.1,31.8,-0.55,70.0
2016-01-15,4198,77000.0,2450550.0,31.9,32.0,31.4,32.0,0.2,56.0
2016-01-18,4198,184225.0,6013835.0,32.0,33.65,31.6,32.8,0.8,120.0
2016-01-19,4198,95000.0,3131950.0,32.65,33.2,32.65,32.85,0.05,66.0
2016-01-20,4198,132061.0,4177021.0,32.7,32.9,30.85,30.95,-1.9,97.0
2016-01-21,4198,132000.0,4049250.0,30.95,31.2,30.2,30.6,-0.35,89.0
2016-01-22,4198,84000.0,2561150.0,30.7,31.0,30.1,30.9,0.3,61.0
2016-01-25,4198,45000.0,1383400.0,30.85,31.35,30.5,31.2,0.3,35.0
2016-01-26,4198,67000.0,2051700.0,31.0,31.0,30.4,31.0,-0.2,43.0
2016-01-27,4198,71000.0,2175850.0,31.0,31.0,30.45,30.85,-0.15,50.0
2016-01-28,4198,93000.0,2830650.0,30.7,30.9,30.1,30.85,0.0,66.0
2016-01-29,4198,51562.0,1586780.0,30.8,30.95,30.5,30.75,-0.1,43.0
2016-01-30,4198,113000.0,3533300.0,31.0,31.5,31.0,31.35,0.6,87.0
2016-02-01,4198,44000.0,1365700.0,31.55,31.55,30.85,30.85,-0.5,40.0
2016-02-02,4198,41000.0,1265850.0,30.85,31.0,30.7,30.85,0.0,29.0
2016-02-03,4198,94009.0,2875925.0,30.6,30.85,30.5,30.85,0.0,48.0
2016-02-15,4198,37000.0,1136250.0,30.9,30.9,30.4,30.4,-0.45,24.0
2016-02-16,4198,64000.0,1924150.0,29.8,30.4,29.8,30.3,-0.1,40.0
2016-02-17,4198,84000.0,2571750.0,30.5,30.85,30.35,30.8,0.5,64.0
2016-02-18,4198,146000.0,4542300.0,30.9,31.9,30.8,31.6,0.8,106.0
2016-02-19,4198,86112.0,2704955.0,31.5,31.6,31.2,31.5,-0.1,50.0
2016-02-22,4198,126000.0,3865800.0,30.8,30.8,30.2,30.6,-0.9,63.0
2016-02-23,4198,58000.0,1774550.0,30.6,30.8,30.5,30.65,0.05,41.0
2016-02-24,4198,95163.0,2930470.0,31.0,31.0,30.65,30.7,0.05,66.0
2016-02-25,4198,89000.0,2711300.0,30.65,30.7,30.3,30.35,-0.35,55.0
2016-02-26,4198,104000.0,3177500.0,30.7,30.8,30.3,30.6,0.25,62.0
2016-03-01,4198,115000.0,3497750.0,30.6,30.6,30.25,30.4,-0.2,69.0
2016-03-02,4198,131709.0,4010953.0,30.4,30.7,30.3,30.4,0.0,64.0
2016-03-03,4198,192316.0,5900219.0,30.4,31.0,30.4,30.8,0.4,119.0
2016-03-04,4198,104000.0,3205900.0,31.0,31.0,30.65,30.95,0.15,80.0
2016-03-07,4198,153000.0,4743350.0,30.95,31.3,30.8,30.85,-0.1,104.0
2016-03-08,4198,119316.0,3620669.0,30.7,30.7,30.15,30.35,-0.5,74.0
2016-03-09,4198,111562.0,3403206.0,30.35,30.8,30.35,30.55,0.2,76.0
2016-03-10,4198,93125.0,2837537.0,30.85,30.85,30.3,30.4,-0.15,69.0
2016-03-11,4198,190000.0,5938800.0,30.5,31.8,30.35,31.8,1.4,148.0
2016-03-14,4198,406007.0,13249132.0,32.0,33.2,31.9,33.05,1.25,318.0
2016-03-15,4198,240000.0,7710950.0,32.9,32.9,31.55,31.7,-1.35,205.0
2016-03-16,4198,108000.0,3417450.0,31.75,31.85,31.5,31.7,0.0,65.0
2016-03-17,4198,108000.0,3395950.0,32.2,32.2,31.0,31.1,-0.6,79.0
2016-03-18,4198,96000.0,2964150.0,31.0,31.35,30.6,30.8,-0.3,67.0
2016-03-21,4198,73000.0,2261800.0,30.8,31.2,30.8,31.0,0.2,53.0
