date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2025-01-02,2718,124519.0,9457138.0,76.2,77.1,75.4,75.4,-0.4,134.0
2025-01-03,2718,97282.0,7450739.0,75.9,77.2,75.9,76.2,0.8,94.0
2025-01-06,2718,67129.0,5149434.0,76.8,77.3,75.7,75.9,-0.3,112.0
2025-01-07,2718,103123.0,7891923.0,76.2,78.6,75.5,77.0,1.1,98.0
2025-01-08,2718,50644.0,3855296.0,77.0,77.3,75.6,75.7,-1.3,84.0
2025-01-09,2718,82683.0,6207489.0,75.6,76.5,73.5,73.5,-2.2,99.0
2025-01-10,2718,161302.0,11575287.0,73.6,74.0,71.0,71.4,-2.1,156.0
2025-01-13,2718,217118.0,14960164.0,70.3,70.3,68.0,68.8,-2.6,196.0
2025-01-14,2718,54542.0,3794561.0,70.2,70.4,69.0,69.6,0.8,79.0
2025-01-15,2718,60978.0,4238935.0,70.1,70.1,68.8,68.8,-0.8,69.0
2025-01-16,2718,147507.0,9989528.0,70.2,70.2,66.6,67.5,-1.3,179.0
2025-01-17,2718,63141.0,4279881.0,67.5,68.3,67.1,67.9,0.4,57.0
2025-01-20,2718,36250.0,2468008.0,68.1,68.6,67.7,68.5,0.6,49.0
2025-01-21,2718,32541.0,2242214.0,68.9,69.3,68.6,68.8,0.3,49.0
2025-01-22,2718,79668.0,5592774.0,69.5,70.8,69.3,70.7,1.9,100.0
2025-02-03,2718,104698.0,7550054.0,70.6,74.2,69.5,73.0,2.3,135.0
2025-02-04,2718,56367.0,4088669.0,73.5,73.5,71.8,72.3,-0.7,75.0
2025-02-05,2718,31526.0,2286448.0,72.7,72.8,72.3,72.3,0.0,50.0
2025-02-06,2718,25438.0,1850689.0,72.5,73.0,72.3,72.8,0.5,41.0
2025-02-07,2718,30010.0,2200852.0,72.5,74.4,72.5,72.9,0.1,45.0
2025-02-10,2718,69357.0,5020736.0,72.0,73.4,71.1,72.4,-0.5,73.0
2025-02-11,2718,40746.0,2959509.0,72.9,73.5,72.1,72.4,0.0,54.0
2025-02-12,2718,66638.0,4850746.0,71.8,73.6,71.8,73.3,0.9,74.0
2025-02-13,2718,74324.0,5553568.0,75.5,75.5,73.7,74.7,1.4,96.0
2025-02-14,2718,33394.0,2485869.0,74.6,75.1,74.1,74.2,-0.5,102.0
2025-02-17,2718,66059.0,4984378.0,74.5,76.0,74.5,75.6,1.4,70.0
2025-02-18,2718,47482.0,3610774.0,74.9,76.6,74.9,76.3,0.7,68.0
2025-02-19,2718,166413.0,13075502.0,76.3,79.8,76.3,78.2,1.9,254.0
2025-02-20,2718,78086.0,6045891.0,77.7,78.8,77.0,77.1,-1.1,116.0
2025-02-21,2718,202467.0,16126366.0,77.2,81.1,77.2,81.1,4.0,214.0
2025-02-24,2718,214802.0,17607951.0,81.6,84.0,80.0,81.6,0.5,356.0
2025-02-25,2718,991110.0,85339328.0,84.1,88.9,83.6,86.2,4.6,1076.0
2025-02-26,2718,537676.0,45905164.0,86.5,88.0,83.3,83.9,-2.3,1024.0
2025-02-27,2718,226099.0,18578383.0,84.0,84.0,80.7,81.2,-2.7,474.0
2025-03-03,2718,203221.0,16251190.0,81.2,81.4,78.2,79.0,-2.2,280.0
2025-03-04,2718,95915.0,7505191.0,78.0,79.5,77.5,79.1,0.1,256.0
2025-03-05,2718,79502.0,6228516.0,78.5,79.0,78.0,78.0,-1.1,131.0
2025-03-06,2718,66750.0,5233823.0,79.0,79.3,77.7,78.2,0.2,106.0
2025-03-07,2718,178892.0,13764996.0,78.0,78.8,76.0,76.2,-2.0,243.0
2025-03-10,2718,129847.0,9752987.0,76.5,76.5,74.2,74.3,-1.9,164.0
2025-03-11,2718,273483.0,19550252.0,73.1,73.1,70.8,71.5,-2.8,289.0
2025-03-12,2718,115580.0,8320911.0,72.1,72.6,71.4,71.9,0.4,113.0
2025-03-13,2718,145988.0,10360259.0,72.3,72.4,69.6,69.6,-2.3,159.0
2025-03-14,2718,208913.0,14287499.0,69.6,70.1,67.0,68.4,-1.2,241.0
2025-03-17,2718,132791.0,9310818.0,69.6,71.2,68.6,71.1,2.7,156.0
2025-03-18,2718,79814.0,5693304.0,71.7,71.7,70.6,71.1,0.0,115.0
2025-03-19,2718,84527.0,6054265.0,71.2,72.8,71.0,71.0,-0.1,89.0
2025-03-20,2718,41269.0,2955265.0,71.6,72.0,71.2,71.3,0.3,50.0
2025-03-21,2718,123258.0,8896472.0,71.5,73.2,70.8,71.9,0.6,125.0
2025-03-24,2718,278770.0,20673859.0,72.2,75.8,72.2,75.2,3.3,257.0
2025-03-25,2718,89853.0,6641415.0,74.8,74.8,73.2,73.5,-1.7,312.0
2025-03-26,2718,53412.0,3940806.0,73.8,74.7,73.4,73.4,-0.1,58.0
2025-03-27,2718,127200.0,9133881.0,73.0,73.0,71.1,71.1,-2.3,171.0
2025-03-28,2718,146338.0,10153847.0,71.0,71.0,68.5,69.5,-1.6,176.0
2025-03-31,2718,181898.0,12197189.0,68.5,68.5,66.0,66.5,-3.0,208.0
2025-04-01,2718,47572.0,3226721.0,67.5,68.1,67.1,67.9,1.4,48.0
2025-04-02,2718,45159.0,3036842.0,67.6,67.9,66.7,67.7,-0.2,55.0
2025-04-07,2718,25956.0,1583316.0,61.0,61.0,61.0,61.0,-6.7,41.0
2025-04-08,2718,211679.0,11639108.0,54.9,56.0,54.9,54.9,-6.1,215.0
2025-04-09,2718,223184.0,11252169.0,54.9,54.9,49.45,49.45,-5.45,213.0
2025-04-10,2718,262305.0,14095316.0,53.1,54.2,52.6,54.2,4.75,309.0
2025-04-11,2718,203845.0,10522504.0,51.7,52.8,50.1,51.5,-2.7,206.0
2025-04-14,2718,113970.0,5908502.0,52.0,53.1,51.2,51.2,-0.3,128.0
2025-04-15,2718,103942.0,5533638.0,52.2,54.3,52.1,54.2,3.0,125.0
2025-04-16,2718,685016.0,34687703.0,53.0,53.0,49.45,49.55,-4.65,698.0
2025-04-17,2718,413984.0,20612033.0,49.45,50.6,49.45,49.75,0.2,314.0
2025-04-18,2718,372302.0,19418427.0,54.5,54.5,49.7,49.9,0.15,264.0
2025-04-21,2718,344115.0,16351312.0,49.8,49.8,46.2,46.2,-3.7,384.0
2025-04-22,2718,477414.0,21122136.0,44.25,45.25,43.25,43.7,-2.5,457.0
2025-04-23,2718,186984.0,8539336.0,45.7,46.1,45.1,46.05,2.35,165.0
2025-04-24,2718,97379.0,4543140.0,47.65,47.65,46.25,46.55,0.5,99.0
2025-04-25,2718,71982.0,3381364.0,47.95,47.95,46.55,46.85,0.3,77.0
2025-04-28,2718,50439.0,2359779.0,47.8,47.8,46.3,47.0,0.15,67.0
2025-04-29,2718,92111.0,4368534.0,47.5,48.25,46.7,48.25,1.25,102.0
2025-04-30,2718,63050.0,3044608.0,48.5,48.55,47.9,48.3,0.05,62.0
2025-05-02,2718,98377.0,4753399.0,48.3,48.65,48.05,48.35,0.05,81.0
2025-05-05,2718,152069.0,7463226.0,48.95,49.8,48.4,48.95,0.6,154.0
2025-05-06,2718,52311.0,2549518.0,48.9,49.0,48.3,48.85,-0.1,131.0
2025-05-07,2718,29139.0,1412064.0,48.85,48.85,48.3,48.4,-0.45,39.0
2025-05-08,2718,68285.0,3337776.0,47.95,49.35,47.95,49.05,0.65,73.0
2025-05-09,2718,103735.0,5165366.0,49.05,50.5,49.0,49.85,0.8,98.0
2025-05-12,2718,367037.0,19050453.0,51.4,53.1,50.6,52.8,2.95,319.0
2025-05-13,2718,233572.0,12365586.0,52.9,53.8,51.9,52.6,-0.2,236.0
2025-05-14,2718,68452.0,3606777.0,53.0,53.5,52.2,52.8,0.2,107.0
2025-05-15,2718,45263.0,2386622.0,52.6,53.4,52.3,52.8,0.0,65.0
2025-05-16,2718,90546.0,4779413.0,52.3,53.5,52.3,52.9,0.1,98.0
2025-05-19,2718,76596.0,4004366.0,52.5,52.6,51.7,51.7,-1.2,77.0
2025-05-20,2718,66088.0,3448980.0,52.6,52.6,52.0,52.5,0.8,52.0
2025-05-21,2718,22531.0,1186564.0,52.9,52.9,52.5,52.5,0.0,27.0
2025-05-22,2718,30749.0,1597518.0,52.0,52.6,51.5,52.5,0.0,80.0
2025-05-23,2718,43615.0,2288438.0,52.0,52.8,51.8,52.8,0.3,52.0
2025-05-26,2718,44463.0,2359530.0,52.8,53.3,52.8,53.2,0.4,53.0
2025-05-27,2718,53059.0,2792375.0,53.2,53.2,52.2,52.7,-0.5,52.0
2025-05-28,2718,55181.0,2907455.0,53.2,53.2,52.3,52.8,0.1,34.0
2025-05-29,2718,63653.0,3301448.0,52.8,52.8,51.6,51.6,-1.2,90.0
2025-06-02,2718,66387.0,3378127.0,52.6,52.6,50.5,50.5,-1.1,70.0
2025-06-03,2718,20282.0,1034355.0,50.5,51.4,50.5,51.2,0.7,25.0
2025-06-04,2718,37830.0,1926105.0,50.8,51.2,50.7,51.0,-0.2,53.0
2025-06-05,2718,48946.0,2492764.0,51.2,51.8,50.6,50.7,-0.3,63.0
2025-06-06,2718,62430.0,3212425.0,50.7,52.1,50.7,52.0,1.3,53.0
2025-06-09,2718,39125.0,2033416.0,53.5,53.5,51.4,52.0,0.0,35.0
2025-06-10,2718,109936.0,5809277.0,53.1,53.1,52.5,52.5,0.5,124.0
2025-06-11,2718,33063.0,1745727.0,52.6,53.1,52.5,52.6,0.1,33.0
2025-06-12,2718,68301.0,3614971.0,53.1,53.2,52.7,52.9,0.3,54.0
2025-06-13,2718,32600.0,1715500.0,52.4,52.9,52.2,52.6,-0.3,26.0
2025-06-16,2718,2550.0,133523.0,52.3,52.3,52.3,52.3,-0.3,107.0
2025-06-17,2718,21829.0,1138784.0,52.5,52.8,51.5,52.1,-0.2,133.0
2025-06-18,2718,116904.0,5893807.0,51.5,52.8,49.2,49.2,-2.9,141.0
2025-06-19,2718,138668.0,6780051.0,49.4,49.95,48.2,48.55,-0.65,325.0
