date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2025-01-02,3257,124110.0,6566926.0,53.0,53.6,52.3,52.4,-0.7,173.0
2025-01-03,3257,99184.0,5199128.0,52.5,53.1,52.1,52.3,-0.1,101.0
2025-01-06,3257,400666.0,21862453.0,53.2,55.3,53.2,54.4,2.1,455.0
2025-01-07,3257,483524.0,26123870.0,54.5,55.4,53.0,53.0,-1.4,609.0
2025-01-08,3257,244198.0,12894585.0,53.1,53.4,52.2,53.3,0.3,263.0
2025-01-09,3257,754519.0,41586852.0,54.0,57.0,53.2,54.5,1.2,765.0
2025-01-10,3257,243757.0,13084740.0,55.3,55.3,52.9,53.0,-1.5,322.0
2025-01-13,3257,686662.0,35037801.0,53.6,53.6,50.0,50.8,-2.2,679.0
2025-01-14,3257,511248.0,25575438.0,49.75,50.8,49.15,49.95,-0.85,590.0
2025-01-15,3257,356175.0,17626021.0,49.9,50.1,49.15,49.2,-0.75,267.0
2025-01-16,3257,102342.0,5130699.0,49.95,50.4,49.9,50.0,0.8,101.0
2025-01-17,3257,1276307.0,69107529.0,52.0,55.0,52.0,55.0,5.0,1312.0
2025-01-20,3257,1503264.0,81983157.0,55.0,56.9,53.4,54.2,-0.8,1293.0
2025-01-21,3257,635637.0,35178656.0,54.2,56.6,53.6,56.2,2.0,543.0
2025-01-22,3257,1304392.0,76006890.0,56.7,59.6,56.0,58.3,2.1,1331.0
2025-02-03,3257,511364.0,29206201.0,56.6,58.5,56.2,56.9,-1.4,619.0
2025-02-04,3257,509997.0,29750984.0,58.2,59.5,57.0,57.7,0.8,601.0
2025-02-05,3257,617034.0,36373041.0,57.9,59.8,57.9,58.0,0.3,506.0
2025-02-06,3257,322337.0,18909578.0,58.6,59.2,58.1,58.4,0.4,332.0
2025-02-07,3257,297612.0,17357675.0,58.7,59.4,57.7,58.2,-0.2,258.0
2025-02-10,3257,280936.0,16267213.0,57.4,58.7,57.2,57.8,-0.4,287.0
2025-02-11,3257,337535.0,19463910.0,57.8,58.8,57.0,57.2,-0.6,333.0
2025-02-12,3257,418657.0,23484440.0,56.9,57.8,55.3,55.7,-1.5,357.0
2025-02-13,3257,262618.0,14740584.0,56.1,56.8,55.7,55.8,0.1,260.0
2025-02-14,3257,229058.0,12915577.0,56.0,57.0,55.7,56.8,1.0,173.0
2025-02-17,3257,839065.0,49629490.0,57.3,60.4,57.3,58.4,1.6,974.0
2025-02-18,3257,784112.0,47239365.0,59.8,61.3,58.7,60.0,1.6,1129.0
2025-02-19,3257,323704.0,19321263.0,60.9,60.9,59.2,59.4,-0.6,469.0
2025-02-20,3257,310036.0,18383653.0,59.4,60.0,58.7,59.7,0.3,511.0
2025-02-21,3257,340849.0,20285298.0,60.0,60.2,58.9,59.8,0.1,390.0
2025-02-24,3257,271535.0,16190782.0,59.8,60.4,59.0,59.5,-0.3,565.0
2025-02-25,3257,294077.0,17162726.0,59.3,59.3,57.8,58.7,-0.8,252.0
2025-02-26,3257,429810.0,25685996.0,58.5,61.0,58.5,59.7,1.0,378.0
2025-02-27,3257,384254.0,22525013.0,59.7,60.2,57.9,58.0,-1.7,698.0
2025-03-03,3257,164906.0,9450447.0,58.0,58.3,56.8,57.3,-0.7,158.0
2025-03-04,3257,204929.0,11616181.0,55.7,57.4,55.4,57.1,-0.2,164.0
2025-03-05,3257,140797.0,8052909.0,57.1,57.5,56.9,57.3,0.2,122.0
2025-03-06,3257,145995.0,8308957.0,57.4,57.8,56.6,56.6,-0.7,130.0
2025-03-07,3257,347777.0,19651637.0,56.1,57.1,56.1,56.2,-0.4,137.0
2025-03-10,3257,342853.0,18928433.0,56.2,56.2,54.6,54.9,-1.3,256.0
2025-03-11,3257,367765.0,19469346.0,53.5,54.1,51.9,54.0,-0.9,279.0
2025-03-12,3257,162890.0,8893029.0,54.2,55.1,54.0,54.3,0.3,146.0
2025-03-13,3257,243446.0,13228762.0,54.9,55.6,53.6,53.9,-0.4,143.0
2025-03-14,3257,163743.0,8789762.0,53.7,54.4,53.1,54.3,0.4,194.0
2025-03-17,3257,492436.0,28018946.0,54.9,58.2,54.6,57.7,3.4,476.0
2025-03-18,3257,496452.0,29052531.0,58.2,59.3,57.3,58.1,0.4,825.0
2025-03-19,3257,144562.0,8239955.0,58.1,58.3,56.2,56.3,-1.8,339.0
2025-03-20,3257,245216.0,14256969.0,57.1,58.9,57.0,58.9,2.6,252.0
2025-03-21,3257,177287.0,10329270.0,58.9,58.9,57.8,57.8,-1.1,150.0
2025-03-24,3257,167941.0,9582884.0,58.3,58.3,56.0,56.8,-1.0,261.0
2025-03-25,3257,91456.0,5221642.0,57.5,57.8,56.4,56.6,-0.2,92.0
2025-03-26,3257,643853.0,37673853.0,57.7,59.5,57.4,57.5,0.9,685.0
2025-03-27,3257,220587.0,12496120.0,57.2,57.2,56.3,56.7,-0.8,422.0
2025-03-28,3257,379743.0,20958809.0,57.3,57.3,54.5,54.8,-1.9,594.0
2025-03-31,3257,572965.0,29732541.0,53.0,53.6,50.0,53.0,-1.8,652.0
2025-04-01,3257,278063.0,14107989.0,51.7,51.7,50.1,50.5,0.0,305.0
2025-04-02,3257,182807.0,9480492.0,52.0,52.9,51.1,51.4,0.9,168.0
2025-04-07,3257,52133.0,2414088.0,46.3,46.3,46.3,46.3,-5.1,71.0
2025-04-08,3257,1290046.0,53899800.0,41.7,43.3,41.7,41.7,-4.6,493.0
2025-04-09,3257,1086138.0,40998203.0,39.25,39.3,37.55,37.55,-4.15,491.0
2025-04-10,3257,638783.0,26153827.0,41.3,41.3,40.0,41.3,3.75,451.0
2025-04-11,3257,437395.0,17645792.0,40.1,41.5,38.1,41.3,0.0,354.0
2025-04-14,3257,535356.0,23331871.0,42.3,44.65,42.3,43.25,1.95,443.0
2025-04-15,3257,246638.0,11167238.0,43.3,46.1,43.3,46.05,2.8,225.0
2025-04-16,3257,194361.0,8820365.0,45.55,46.15,44.5,44.95,-1.1,212.0
2025-04-17,3257,80792.0,3615955.0,44.05,45.35,44.05,44.85,-0.1,89.0
2025-04-18,3257,158645.0,7129498.0,44.85,46.0,44.2,44.2,-0.65,140.0
2025-04-21,3257,178552.0,7836291.0,44.3,44.4,43.5,43.75,-0.45,122.0
2025-04-22,3257,275794.0,11909687.0,42.35,44.1,42.35,42.6,-1.15,198.0
2025-04-23,3257,261213.0,11451173.0,43.7,44.4,43.2,43.7,1.1,336.0
2025-04-24,3257,115821.0,5114313.0,45.0,45.0,43.75,44.25,0.55,110.0
2025-04-25,3257,95180.0,4290093.0,45.6,45.65,44.5,44.9,0.65,103.0
2025-04-28,3257,234127.0,10698381.0,45.0,46.65,44.45,46.35,1.45,161.0
2025-04-29,3257,102578.0,4750501.0,45.7,46.65,45.7,46.5,0.15,92.0
2025-04-30,3257,109753.0,5042393.0,46.45,46.8,45.5,45.6,-0.9,381.0
2025-05-02,3257,115152.0,5393787.0,46.2,47.3,46.2,47.0,1.4,102.0
2025-05-05,3257,248879.0,11323370.0,47.5,47.5,44.7,45.4,-1.6,212.0
2025-05-06,3257,38118.0,1742489.0,45.4,47.0,44.75,46.0,0.6,50.0
2025-05-07,3257,1614926.0,80569312.0,47.55,50.6,47.5,49.8,3.8,1218.0
2025-05-08,3257,3554563.0,192037354.0,52.6,54.7,52.0,54.1,4.3,4067.0
2025-05-09,3257,2649482.0,144601535.0,54.1,56.0,53.3,54.6,0.5,1998.0
2025-05-12,3257,2193145.0,123328691.0,54.6,57.6,54.1,55.8,1.2,1783.0
2025-05-13,3257,1742074.0,97019304.0,57.0,57.3,54.5,55.0,-0.8,1712.0
2025-05-14,3257,839581.0,46162446.0,55.6,55.6,54.5,54.6,-0.4,649.0
2025-05-15,3257,911379.0,50415145.0,55.3,56.4,54.6,55.1,0.5,702.0
2025-05-16,3257,3044599.0,181914139.0,55.8,60.6,55.4,60.6,5.5,1639.0
2025-05-19,3257,12406863.0,794066902.0,63.6,65.9,62.1,62.6,2.0,8544.0
2025-05-20,3257,8374555.0,535151104.0,62.7,65.7,61.8,64.0,1.4,6256.0
2025-05-21,3257,8220837.0,535552877.0,63.6,67.4,62.4,66.3,2.3,6224.0
2025-05-22,3257,10107581.0,673725140.0,66.3,68.2,64.3,66.0,-0.3,8732.0
2025-05-23,3257,4866618.0,315503920.0,66.0,66.3,63.3,65.9,-0.1,3763.0
2025-05-26,3257,3889463.0,253634640.0,66.8,66.9,64.1,64.6,-1.3,2754.0
2025-05-27,3257,2347629.0,150392139.0,64.8,65.1,62.7,64.6,0.0,2015.0
2025-05-28,3257,2303614.0,148289198.0,65.5,65.6,63.4,63.4,-1.2,1594.0
2025-05-29,3257,1191669.0,75531733.0,64.0,64.6,62.7,62.7,-0.7,1007.0
2025-06-02,3257,1004525.0,62683345.0,61.7,63.2,61.6,62.7,0.0,751.0
2025-06-03,3257,1180860.0,74213570.0,64.0,64.1,62.0,63.4,0.7,918.0
2025-06-04,3257,1162060.0,73692110.0,63.4,64.5,62.9,63.3,-0.1,1056.0
2025-06-05,3257,879183.0,55141364.0,63.7,64.1,61.3,62.1,-1.2,713.0
2025-06-06,3257,9184890.0,601082682.0,63.3,67.5,63.2,63.7,1.6,6747.0
2025-06-09,3257,4244996.0,274860624.0,63.8,66.0,63.2,64.0,0.3,3420.0
2025-06-10,3257,2224553.0,141237597.0,64.0,64.5,62.7,62.7,-1.3,1749.0
2025-06-11,3257,5900442.0,388012728.0,62.7,67.9,61.8,65.9,3.2,4241.0
2025-06-12,3257,4014207.0,266077858.0,67.4,67.4,65.0,66.5,0.6,3229.0
2025-06-13,3257,2710433.0,173169837.0,66.0,66.0,62.3,62.4,-4.1,2137.0
2025-06-16,3257,1620217.0,99172589.0,61.8,62.0,60.3,61.6,-0.8,1284.0
2025-06-17,3257,770510.0,47233730.0,62.1,62.4,60.5,61.1,-0.5,768.0
2025-06-18,3257,767478.0,46685148.0,61.6,61.7,60.0,60.4,-0.7,649.0
2025-06-19,3257,1188295.0,70150549.0,60.4,60.4,58.1,58.1,-2.3,798.0
2025-06-20,3257,1202721.0,70251885.0,59.0,59.7,56.8,58.7,0.6,917.0
2025-06-23,3257,460259.0,26638318.0,57.6,58.5,57.2,58.5,-0.2,449.0
2025-06-24,3257,424030.0,25307534.0,59.0,60.0,59.0,59.7,1.2,334.0
2025-06-25,3257,913503.0,55511233.0,60.4,61.9,59.9,60.5,0.8,685.0
2025-06-26,3257,550988.0,33735559.0,60.9,61.8,60.7,61.0,0.5,419.0
2025-06-27,3257,642582.0,38938517.0,61.9,62.1,59.9,59.9,-1.1,900.0
2025-06-30,3257,235794.0,14037910.0,60.7,60.7,59.1,59.2,-0.7,259.0
2025-07-01,3257,2197656.0,135800302.0,59.1,62.6,59.0,62.6,3.4,1736.0
2025-07-02,3257,2094822.0,130024778.0,63.1,64.0,60.9,60.9,-1.7,1731.0
2025-07-03,3257,1122327.0,69561206.0,61.6,62.6,61.5,61.9,1.0,908.0
2025-07-04,3257,803908.0,48534074.0,62.3,62.4,59.4,59.4,-2.5,740.0
2025-07-07,3257,380404.0,22527118.0,59.5,60.4,58.2,59.2,-0.2,332.0
2025-07-08,3257,747325.0,45158760.0,58.0,62.2,58.0,61.0,1.8,629.0
2025-07-09,3257,956587.0,58340114.0,61.5,62.0,60.2,60.3,-0.7,704.0
2025-07-10,3257,1508573.0,92812726.0,61.6,62.2,60.4,61.3,1.0,1302.0
2025-07-11,3257,648375.0,39455672.0,61.0,61.5,60.4,60.4,-0.9,541.0
2025-07-14,3257,511958.0,30326607.0,60.5,60.8,58.5,58.9,-1.5,392.0
2025-07-15,3257,629166.0,37022218.0,59.7,59.7,58.1,58.7,-0.2,416.0
2025-07-16,3257,455306.0,26975360.0,59.0,59.8,58.7,59.3,0.6,292.0
2025-07-17,3257,393958.0,23636664.0,59.8,60.6,58.7,59.9,0.6,319.0
2025-07-18,3257,275180.0,16547302.0,60.7,60.7,59.8,60.2,0.3,274.0
2025-07-21,3257,208905.0,12505943.0,60.5,60.5,59.3,59.8,-0.4,183.0
2025-07-22,3257,1061511.0,62964586.0,60.1,61.5,57.2,57.7,-2.1,825.0
2025-07-23,3257,391670.0,22882884.0,57.9,59.1,57.4,58.8,1.1,284.0
2025-07-24,3257,434137.0,25418255.0,59.3,59.3,57.8,59.0,0.2,315.0
2025-07-25,3257,305954.0,17945579.0,58.6,59.4,58.1,58.4,-0.6,366.0
2025-07-28,3257,386116.0,22397871.0,58.4,58.7,57.6,57.8,-0.6,387.0
2025-07-29,3257,402453.0,23050452.0,57.7,58.0,56.5,56.9,-0.9,371.0
2025-07-30,3257,265836.0,15184771.0,57.8,57.8,56.5,57.1,0.2,214.0
2025-07-31,3257,332918.0,18999309.0,57.1,57.7,56.7,57.7,0.6,262.0
2025-08-01,3257,710852.0,41852988.0,57.0,59.7,56.3,59.0,1.3,596.0
2025-08-04,3257,270474.0,15919341.0,58.5,59.6,58.1,58.7,-0.3,416.0
2025-08-05,3257,502905.0,30086335.0,59.6,60.3,59.0,59.8,1.1,424.0
2025-08-06,3257,221311.0,13148246.0,60.2,60.2,59.1,59.5,-0.3,308.0
2025-08-07,3257,347404.0,20668741.0,60.1,60.7,58.9,58.9,-0.6,389.0
2025-08-08,3257,252200.0,14841753.0,59.4,59.5,58.2,58.6,-0.3,245.0
2025-08-11,3257,456395.0,26204310.0,58.5,58.5,56.7,57.8,-0.8,552.0
2025-08-12,3257,452139.0,26725448.0,58.1,59.8,57.5,59.3,1.5,366.0
2025-08-13,3257,1476696.0,90345117.0,60.4,62.0,60.0,61.4,2.1,1149.0
2025-08-14,3257,972049.0,60199112.0,61.5,62.6,61.2,61.7,0.3,1021.0
2025-08-15,3257,522290.0,31990163.0,62.5,62.6,60.5,60.9,-0.8,792.0
2025-08-18,3257,402117.0,24720056.0,60.7,61.8,60.7,61.8,0.9,352.0
2025-08-19,3257,490533.0,30056050.0,62.2,62.4,60.6,60.6,-1.2,612.0
2025-08-20,3257,561594.0,33143201.0,60.6,60.6,58.4,58.4,-2.2,477.0
2025-08-21,3257,452576.0,26650498.0,59.0,59.9,58.0,58.4,0.0,430.0
2025-08-22,3257,333354.0,19439577.0,58.4,59.0,57.6,58.0,-0.4,298.0
2025-08-25,3257,744805.0,44880186.0,58.8,61.2,58.8,60.4,2.4,661.0
2025-08-26,3257,468108.0,28415499.0,60.1,61.4,59.9,61.3,0.9,450.0
2025-08-27,3257,1963150.0,124423383.0,61.9,65.0,61.5,63.5,2.2,1518.0
2025-08-28,3257,1045245.0,66094544.0,63.3,64.5,62.0,63.0,-0.5,1172.0
2025-08-29,3257,787542.0,49828811.0,63.5,64.1,62.5,63.1,0.1,790.0
2025-09-01,3257,895619.0,55069697.0,63.1,64.0,60.1,61.1,-2.0,922.0
2025-09-02,3257,602931.0,37234400.0,61.6,62.7,60.5,62.5,1.4,686.0
2025-09-03,3257,2008691.0,129912217.0,62.9,66.0,62.4,65.2,2.7,1922.0
2025-09-04,3257,11606488.0,803054397.0,66.1,70.7,64.5,68.2,3.0,9659.0
2025-09-05,3257,12260731.0,875798457.0,70.2,73.5,68.5,73.5,5.3,10432.0
2025-09-08,3257,9359279.0,682194536.0,73.3,74.4,70.1,73.8,0.3,8217.0
2025-09-09,3257,4988742.0,363242534.0,73.8,74.3,71.8,73.8,0.0,6527.0
2025-09-10,3257,4189485.0,306426555.0,74.1,74.4,72.0,72.0,-1.8,4307.0
2025-09-11,3257,5529660.0,397913223.0,73.8,73.9,70.3,71.0,-1.0,4381.0
2025-09-12,3257,11595072.0,877515463.0,72.2,78.1,71.6,77.9,6.9,12596.0
2025-09-15,3257,8319219.0,615974912.0,76.0,76.6,72.5,72.7,-5.2,6530.0
2025-09-16,3257,4131636.0,293318430.0,73.0,73.3,70.1,70.1,-2.6,5951.0
2025-09-17,3257,2686600.0,185490953.0,70.8,71.7,67.6,67.8,-2.3,3718.0
2025-09-18,3257,7691757.0,557468849.0,68.3,74.5,68.1,74.5,6.7,6495.0
2025-09-19,3257,4513328.0,327016989.0,74.1,74.1,71.6,72.0,-2.5,3998.0
2025-09-22,3257,1717856.0,122464451.0,71.6,72.6,70.8,70.9,-1.1,1771.0
2025-09-23,3257,8522115.0,620487237.0,71.5,74.5,69.3,73.0,2.1,6567.0
